TRANSTEXT 9.0
PRIMARY_LANGID 5
English Text	Translated Text	Item Type
"Include web link when pasting browser content"	"Při vkládání obsahu z prohlížeče zahrnout webový odkaz"	"checkbox"
"includes"	"obsahuje"	"text"
"Including"	"V&četně"	"label"
"Including 'Calculated Due' dates"	"Včetně 'Vypočtených termínů'"	"checkbox"
"Including 'Calculated Start' dates"	"Včetně 'Vypočtených zahájení'"	"checkbox"
"Including 'Reference' subtasks"	"Včetně podúkolů 'Odkazů'"	"checkbox"
"Including comments"	"Včetně komentářů"	"checkbox"
"Including parent task"	"Včetně nadřazeného úkolu"	"checkbox"
"Including subtasks"	"Včetně podúkolů"	"checkbox"
"Incomplete Tasks"	"Nedokončené úkoly"	"combobox"
"Increase"	"Zvýšit"	"menu"
"Increase Font Size"	"Zvětšit velikost písma"	"tooltip"
"Increase Indent"	"Zvětšit odsazení"	"menu"
  "Increase Indent"	"Zvětšit odsazení"	"tooltip"
"Increment Font Size"	"Zvětšit písmo (krok)"	"menu"
"Increment Task % Completion"	"&Zvýšit % hotovo"	"menu"
"Increment Task Priority"	"Zvýš&it prioritu úkolu"	"menu"
"Indent"	"Odsazení"	"label"
"Indent subtasks"	"Odsadit podúkoly"	"checkbox"
"Indent subtasks at each level with"	"Odsadit podúkoly na každé úrovni o"	"label"
"Individual"	"I&ndividuálně"	"radiobutton"
"Info"	"Info"	"menu"
"Inheritable"	"dědičný"	"text"
"Ini file"	"Soubor INI"	"radiobutton"
"Initialising %s..."	"Inicializace %s..."	"text"
"Inline Spell Checking"	"Průběžná kontrola pravopisu"	"menu"
"Insert"	"vložit"	"menu"
"Insert Columns"	"Vložit sloupce"	"menu"
"Insert Date"	"Vložit &datum"	"menu"
"Insert Date and Time"	"&Vložit datum a čas"	"menu"
"Insert File Link..."	"Vložit &odkaz na soubor"	"menu"
"Insert Html"	"Vložit HTML"	"dialog"
"Insert Image"	"Vložit obrázek"	"tooltip"
"Insert Link"	"Vložit odkaz"	"tooltip"
"Insert Page Break"	"Vložit konec stránky"	"menu"
"Insert Row"	"Vložit řádek"	"menu"
"Insert Rows"	"Vložit řádky"	"menu"
"Insert Symbol"	"Vložit symbol"	"text"
"Insert Table"	"Vložit tabulku"	"dialog"
  "Insert Table"	""	"tooltip"
"Insert Text"	"Vložit text"	"dialog"
"Insert Time"	"Vložit č&as"	"menu"
"Inside Borders"	"Vnitřní ohraničení"	"tooltip"
"Installed font"	"Instalované písmo"	"radiobutton"
"Integer (eg. 13)"	"Celé číslo (např. 13)"	"combobox"
"Invalid Search|The current search contains %d unmatched %s."	"Neplatné hledání|Aktuální hledání obsahuje %d nespárovaných %s."	"text"
"Invalid Search|The current search contains no rules."	"Neplatné hledání|Aktuální hledání neobsahuje žádná pravidla."	"text"
"Invalid Task ID"	"Neplatné ID úkolu"	"text"
"is completed (or not set)"	"je dokončeno (nebo není nastaveno)"	"text"
"is due"	"má termín"	"combobox"
"is due in %.0f minutes at %s"	"má termín za %.0f minut v %s"	"text"
"is due in %s at %s"	"má termín za %s v %s"	"text"
"is due now (%s)"	"má termín právě teď (%s)"	"text"
"is greater than (>)"	"je větší než (>)"	"text"
"is greater than or equal to (>=)"	"je větší nebo rovno (>=)"	"text"
"is less than (<)"	"je menší než (<)"	"text"
"is less than or equal to (<=)"	"je menší nebo rovno (<=)"	"text"
"is not set"	"není nastaveno"	"text"
"is set"	"je nastaveno"	"text"
"Italic"	"&Kurzíva"	"menu"
  "Italic"	"Kurzíva"	"tooltip"
"Its assigned date"	"Přiřazené datum"	"radiobutton"
"JSON"	"JSON"	"combobox"
"Justify"	"Do bloku"	"menu"
  "Justify"	""	"tooltip"
"Kanban"	"Kanban"	"systabcontrol32"
"Kanban Board"	"Tabule Kanban"	"systabcontrol32"
  "Kanban Board"	""	"checklistbox"
"Kanban Preferences"	"Předvolby Kanban"	"dialog"
"KB"	"KB"	"text"
"Keep"	"&Ponechat"	"label"
"Keep a task's time estimate synchronised with its start and due dates (and vice versa)"	"Udržovat odhad času úkolu synchronizovaný s datem zahájení a termínem (a naopak)"	"checkbox"
"Keep backup copies of tasklists before saving"	"Před uložením vytvářet &záložní kopie"	"checkbox"
"Keep tabs ordered by name"	"Udržovat karty seřazené po&dle názvu"	"checkbox"
"Keep ToDoList on top when visible"	"Ponechat ToDoList navrchu, pokud je viditelný"	"checkbox"
"Keep track of most recently used (MRU) tasklists"	"Sledovat naposledy použité (MRU) seznamy úkolů"	"checkbox"
"Keyboard Shortcuts"	"&Klávesové zkratky"	"label"
  "Keyboard Shortcuts"	"&Klávesové zkratky"	"menu"
"Label"	"Popisek"	"label"
"Language (Country)"	"Jazyk (Země)"	"combobox"
"Language Change|Support for RTL user input will be changed next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	"Změna jazyka|Podpora pro psaní RTL se změní po restartu ToDoListu.\n\nChcete restartovat nyní?"	"text"
"Language Change|The user interface language will be changed next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	"Změna jazyka|Jazyk uživatelského rozhraní se změní po restartu ToDoListu.\n\nChcete restartovat nyní?"	"text"
"Large Icons"	"Velké ikony"	"menu"
"last"	"poslední"	"combobox"
"Last Mod."	"Změněno"	"text"
"Last Mod. By"	"Změnil"	"text"
"Last Modification Time"	"Čas poslední změny"	"text"
"Last Modified"	"Naposledy upraveno"	"text"
  "Last Modified"	""	"sysheader32"
"Last Modified By"	"Naposledy upravil"	"menu"
"Last Modified Date"	"Datum poslední změny"	"menu"
"Last month"	"Minulý měsíc"	"combobox"
"Last week"	"Minulý týden"	"combobox"
"Last year"	"Minulý rok"	"combobox"
"Layout"	"Rozvržení"	"label"
"Lead In (Days)"	"Předstih (dny)"	"sysheader32"
"Left"	"vlevo"	"combobox"
"Left Align"	"Zarovnat doleva"	"tooltip"
"Left and Right Borders"	"Levé a pravé ohraničení"	"tooltip"
"Left Border"	"Levé ohraničení"	"tooltip"
"Left Bottom"	"Vlevo dole"	"tooltip"
"Left of Tasklist"	"Vlevo od seznamu úkolů"	"combobox"
"Left Top (Default)"	"Vlevo nahoře (Výchozí)"	"tooltip"
"License"	"Licence"	"label"
"Limit colour depth of images to reduce tasklist file size"	"Omezit barevnou hloubku obrázků pro zmenšení velikosti souboru"	"checkbox"
"Limit length of comments shown to"	"Omezit délku zobrazených komentářů na"	"checkbox"
"Limit the number of 'Priority/Risk' levels to"	"Omezit počet úrovní 'Priority/Rizika' na"	"checkbox"
"Limit width of columns to"	"Omezit šířku sloupců na"	"checkbox"
"Line Attributes"	"Atributy čáry"	"label"
"Line of Best Fit"	"Spojnice trendu"	"combobox"
"Line Style"	"Styl čáry"	"combobox"
"lines"	"řádky"	"label"
"link"	"odkaz"	"text"
"Link"	"Odkaz"	"menu"
"Link Options"	"Možnosti odkazu"	"groupbox"
"Link to the file using 'file://...'"	"Odkazovat na soubor pomocí 'file://...'"	"radiobutton"
"List"	"Seznam"	"menu"
"List Type"	"Typ seznamu"	"sysheader32"
"List type"	"Typ seznamu"	"label"
"List View"	"Zobrazení seznamu"	"menu"
  "List View"	""	"systabcontrol32"
  "List View"	""	"checklistbox"
"Loading tasklists..."	"Načítání seznamů úkolů..."	"text"
"Locale (location)"	"Regionální nastavení (umístění)"	"label"
"Locate Spell Check Engine"	"Najít modul kontroly pravopisu"	"text"
"Lock"	"Uzamknout"	"menu"
"Lock Colour Selection"	"Uzamknout výběr barvy"	"tooltip"
"Lock Task Attributes"	"Uzamknout atributy úkolu"	"menu"
"Locked (Read-only)"	"Uzamčeno (pouze pro čtení)"	"checkbox"
"Locked Tasks"	"Uzamčené úkoly"	"text"
"Log each task to a separate file"	"Protokolovat každý úkol do samostatného souboru"	"checkbox"
"Log Task Time"	"Zaznamenat čas úkolu"	"dialog"
"Log tracked time"	"Zaznamenat sledovaný čas"	"checkbox"
"Logged Time"	"Zaznamenaný čas"	"systabcontrol32"
"Logged Time Analysis|Please check that neither the log file nor the report file are open in another application."	"Analýza zaznamenaného času|Zkontrolujte prosím, zda soubor protokolu ani soubor sestavy nejsou otevřeny v jiné aplikaci."	"text"
"Logged Time Analysis|The analysis completed successfully. Would you like to view the results?"	"Analýza zaznamenaného času|Analýza byla úspěšně dokončena. Chcete zobrazit výsledky?"	"text"
"Logged Time Analysis|There were no tasks found matching the specified time period.\n\nWould you like to try another time period?"	"Analýza zaznamenaného času|Nebyly nalezeny žádné úkoly odpovídající zadanému období.\n\nChcete zkusit jiné období?"	"text"
"Low"	"Nízká"	"text"
"Low-Med"	"Nízká až střední"	"text"
"Low..."	"&Nízká..."	"button"
"Lowest"	"Nejnižší"	"text"
"Lunch break (added to duration)"	"Přestávka na oběd (připočítat k trvání)"	"checkbox"
"m"	"m"	"menu"
"M"	"M"	"menu"
"Main Toolbar"	"Hlavní panel nástrojů"	"label"
"Make this list read-only"	"Nastavit tento seznam pouze pro čtení"	"checkbox"
"Make this my automatic choice"	"Nastavit jako automatickou volbu"	"checkbox"
"Manage edit/filter field visibility"	"Spravovat viditelnost editačních/filtračních polí"	"groupbox"
"Markdeep Files"	"Soubory Markdeep"	"text"
"Markdown"	"Markdown"	"text"
"Match by task ID"	"Shoda podle ID úkolu"	"radiobutton"
"Match by task title"	"Shoda podle názvu úkolu"	"radiobutton"
"Match case"	"Rozlišovat velikost písmen"	"label"
"Match whole word only"	"Pouze celá slova"	"label"
"Matches"	"Shody"	"sysheader32"
"Max Count"	"Max. počet"	"sysheader32"
"Maximise Comments"	"Ma&ximovat komentáře"	"menu"
"Maximise Task View"	"&Maximovat zobrazení úkolů"	"menu"
  "Maximise Task View"	"Maximovat zobrazení úkolů"	"tooltip"
"Maximise Tasklist"	"Maximovat seznam úkolů"	"menu"
  "Maximise Tasklist"	""	"tooltip"
"Maximum"	"maximum"	"combobox"
"Med-High"	"Střední až vysoká"	"text"
"Medium"	"Střední"	"text"
"Menu Item"	"Položka nabídky"	"text"
"Menu Option"	"Možnost nabídky"	"sysheader32"
"Merge"	"Sloučit"	"text"
"Merge Cells"	"Sloučit buňky"	"menu"
"Merge into active tasklist"	"Sloučit do aktivního seznamu úkolů"	"radiobutton"
"Microsoft Outlook"	"Microsoft Outlook"	"combobox"
"Middle"	"Střed"	"combobox"
"Middle Align"	"Zarovnat na střed (svisle)"	"tooltip"
"Mileage"	"Vzdálenost (najeto)"	"text"
"Milestone"	"Milník"	"text"
"Min Max"	"Min. Max."	"combobox"
"Mind Map"	"Myšlenková mapa"	"systabcontrol32"
"Minimise to System Tray"	"Minimalizovat do oznamovací oblasti (Tray)"	"menu"
"Minimise ToDoList after the following period of inactivity"	"Minimalizovat ToDoList po této době nečinnosti"	"checkbox"
"Minimise ToDoList to the 'System Tray' when"	"Minimalizovat ToDoList do oznamovací oblasti (Tray), když"	"checkbox"
"Minimise ToDoList when [Escape] is pressed"	"Minimalizovat ToDoList při stisku [Escape]"	"checkbox"
"Minimum"	"minimum"	"combobox"
"Minimum height of each interval"	"Minimální výška každého intervalu"	"label"
"minutes"	"minut"	"label"
"Minutes"	"Minut"	"menu"
"MLO Task Files"	"Soubory úkolů MLO"	"combobox"
"Modified Date"	"Datum změny"	"checklistbox"
  "Modified Date"	"&Datum změny"	"menu"
  "Modified Date"	""	"combobox"
"Modify"	"Upravit"	"tooltip"
"Modify all connections of the same type"	"Upravit všechna spojení stejného typu"	"checkbox"
"Modify Connection"	"Upravit spojení"	"dialog"
"Modify Reminder..."	"Upravit připomenutí..."	"menu"
"Modify Table"	"Upravit tabulku"	"dialog"
"Modify Task Reminder"	"Upravit připomenutí úkolu"	"dialog"
"Modify..."	"Upravit..."	"button"
"Monthly"	"Měsíčně"	"radiobutton"
"Months"	"měsíců"	"menu"
  "Months"	""	"combobox"
"months"	"měsíců"	"label"
"months after previous task is completed"	"měsíců po dokončení předchozího úkolu"	"label"
"Months, mid \t\t(eg. Jan 2013)"	"Měsíce, střední \t\t(např. Led 2013)"	"combobox"
"Months, narrow \t\t(eg. 01/13)"	"Měsíce, úzké \t\t(např. 01/13)"	"combobox"
"Months, wide \t\t(eg. January 2013)"	"Měsíce, široké \t\t(např. Leden 2013)"	"combobox"
"More Colours..."	"Více barev..."	"text"
"More tasks..."	"Další úkoly..."	"tooltip"
"More..."	"Více..."	"button"
"most recent backups"	"nejnovějších záloh"	"label"
"Move"	"Přesunout"	"menu"
"Move Attribute Down"	"Přesunout atribut dolů"	"tooltip"
"Move Attribute Up"	"Přesunout atribut nahoru"	"tooltip"
"Move Column Down"	"Přesunout sloupec dolů"	"tooltip"
"Move Column Up"	"Přesunout sloupec nahoru"	"tooltip"
"Move Down"	"Posunout dolů"	"button"
"Move end of period back one month"	"Posunout konec období o měsíc zpět"	"text"
"Move end of period forward one month"	"Posunout konec období o měsíc vpřed"	"text"
"Move Rule Down"	"Posunout pravidlo dolů"	"tooltip"
"Move Rule Up"	"Posunout pravidlo nahoru"	"tooltip"
"Move start of period back one month"	"Posunout začátek období o měsíc zpět"	"text"
"Move start of period forward one month"	"Posunout začátek období o měsíc vpřed"	"text"
"Move Tab Left"	"Posunout kartu doleva"	"menu"
"Move Tab Right"	"Posunout kartu doprava"	"menu"
"Move Task Down"	"Posunout úkol &dolů"	"menu"
"Move Task Here"	"Přesunout úkol sem"	"menu"
"Move Task Left (Up One Level)"	"Posunout úkol v&levo (o úroveň výš)"	"menu"
"Move Task Right (Down One Level)"	"Posunout úkol v&pravo (o úroveň níž)"	"menu"
"Move Task Up"	"Posunout úkol &nahoru"	"menu"
"Move Task View Tab Left"	"Posunout kartu zobrazení úkolů doleva"	"menu"
"Move Task View Tab Right"	"Posunout kartu zobrazení úkolů doprava"	"menu"
"Move Tasklist Tab Left"	"Posunout kartu seznamu dole&va"	"menu"
"Move Tasklist Tab Right"	"Posunout kartu seznamu do&prava"	"menu"
"Move the input focus to the tasklist when [Enter] is pressed"	"&Přesunout zaměření na seznam úkolů při stisku [Enter]"	"checkbox"
"Move Tool Down"	"Posunout nástroj dolů"	"tooltip"
"Move Tool Up"	"Posunout nástroj nahoru"	"tooltip"
"Move Up"	"Posunout nahoru"	"button"
"Move whole period back one month"	"Posunout celé období o měsíc zpět"	"text"
"Move whole period forward one month"	"Posunout celé období o měsíc vpřed"	"text"
"Multi-Sort"	"Vícenásobné řazení"	"dialog"
"Multi-Sort..."	"Vícenásobné řazení…"	"menu"
"Multiple Users"	"Více uživatelů"	"text"
"Multiple Users>File Checking"	"Více uživatelů>Kontrola souborů"	"text"
"Multiple Users>Source Control"	"Více uživatelů>Správa verzí"	"text"
"Multiply"	"Násobit"	"combobox"
"My Life Organized"	"My Life Organized"	"combobox"
"MySQL Database"	"Databáze MySQL"	"menu"
"Name"	"Název"	"label"
  "Name"	"Název"	"sysheader32"
"Name Manager..."	"Správce názvů..."	"menu"
"Named Range Management"	"Správa pojmenovaných rozsahů"	"dialog"
"Named ranges"	"Pojmenované rozsahy"	"label"
"Navigate Back"	"Zpět"	"menu"
  "Navigate Back"	"Přejít zpět"	"tooltip"
"Navigate Forward"	"Vpřed"	"menu"
  "Navigate Forward"	"Přejít vpřed"	"tooltip"
"Nearest Day"	"Nejbližší den"	"combobox"
"Nearest Decade"	"Nejbližší desetiletí"	"combobox"
"Nearest Half-Day"	"Nejbližší půlden"	"combobox"
"Nearest Half-Hour"	"Nejbližší půlhodina"	"combobox"
"Nearest Half-Year"	"Nejbližší půlrok"	"combobox"
"Nearest Hour"	"Nejbližší hodina"	"combobox"
"Nearest Month"	"Nejbližší měsíc"	"combobox"
"Nearest Quarter"	"Nejbližší čtvrtletí"	"combobox"
"Nearest Week"	"Nejbližší týden"	"combobox"
"Nearest Year"	"Nejbližší rok"	"combobox"
"Negative numbers"	"Záporná čísla"	"label"
"Negative Progress"	"Záporný průběh"	"menu"
"New"	"Nový"	"menu"
"New Attribute"	"Nový atribut"	"tooltip"
"New Connection"	"Nové spojení"	"tooltip"
  "New Connection"	"Nové spojení"	"dialog"
"New Dependent Task Above Selected Task"	"Nový závislý úkol nad vybraným úkolem"	"menu"
"New Dependent Task Below Selected Task"	"Nový závislý úkol pod vybraným úkolem"	"menu"
"New External Tool"	"Nový externí nástroj"	"tooltip"
"New file path"	"Nová cesta k souboru"	"label"
"New Log Entry"	"Nový záznam protokolu"	"dialog"
"New Name"	"Nový název"	"label"
  "New Name"	"Nový název"	"dialog"
"New Named Range"	"Nový pojmenovaný rozsah"	"dialog"
"New project name"	"Nový název projektu"	"label"
"New Report Template"	"Nová šablona sestavy"	"tooltip"
"New Search"	"Nové hledání"	"tooltip"
"New Subtask"	"Nový podúkol"	"menu"
  "New Subtask"	"Nový podúkol"	"tooltip"
"New Subtask at Bottom of Selected Task"	"Nový podúkol na konec &vybraného úkolu"	"menu"
"New Subtask at Top of Selected Task"	"Nový podúkol na začátek vybraného úkolu"	"menu"
"New Subtask in Task..."	"Nový podúkol v úkolu..."	"menu"
"New Task"	"Nový úkol"	"menu"
  "New Task"	"Nový úkol"	"tooltip"
"New Task Above Selected Task"	"Nový ú&kol nad vybraný úkol"	"menu"
"New Task at Bottom"	"No&vý úkol na konec"	"menu"
"New Task at Bottom of Selected Task's Parent"	"Nový úkol na konec nadřazeného úkolu"	"menu"
"New Task at Top"	"&Nový úkol na začátek"	"menu"
"New Task at Top of Selected Task's Parent"	"Nový úkol na začátek nadřazeného úkolu"	"menu"
"New Task Below Selected Task"	"Nový &úkol pod vybraný úkol"	"menu"
"New tasklist"	"&Nový seznam úkolů"	"radiobutton"
"New Tasklist"	"&Nový seznam úkolů"	"menu"
"New Time Block"	"Nový časový blok"	"dialog"
"New ToDoList Tool"	"Nový nástroj ToDoList"	"tooltip"
"New Tool"	"Nový nástroj"	"text"
"Next >"	"Další >"	"button"
"Next Image"	"Další obrázek"	"tooltip"
"Next Match"	"Další shoda"	"tooltip"
"Next Task View"	"Další zobrazení úkolů"	"menu"
"Next TaskList"	"Další seznam úkolů"	"menu"
"Next Word"	"&Další slovo"	"button"
"Next/Previous {0} days"	"Následujících/předchozích {0} dní"	"tooltip"
"No"	"&Ne"	"button"
"No custom attributes were imported."	"Nebyly importovány žádné vlastní atributy."	"text"
"No date set"	"Datum není nastaveno"	"tooltip"
"No header row is required"	"Není vyžadován žádný řádek záhlaví"	"combobox"
"No matching menu items found"	"Nenalezeny žádné odpovídající položky nabídky"	"menu"
"No Reminder"	"Bez připomínky"	"text"
"No Snapping"	"Bez přichytávání"	"combobox"
"No task title colouring (except for due tasks)"	"&Nebarvit název úkolu (kromě úkolů v termínu)"	"radiobutton"
"No tasks were imported."	"Nebyly importovány žádné úkoly."	"text"
"No, I won't be sharing any of my tasklists"	"Ne, nebudu sdílet žádný ze svých seznamů úkolů"	"radiobutton"
"No, let me see all available options"	"Ne, chci vidět všechny dostupné možnosti"	"radiobutton"
"No, thanks"	"Ne, děkuji"	"radiobutton"
"None"	"Žádné"	"combobox"
"Normal"	"Normální"	"menu"
"Not a list"	"Není seznam"	"text"
"Not yet loaded (%s)"	"Zatím nenačteno (%s)"	"tooltip"
"Note: Using an ini file is great for portability and sharing preferences"	"Poznámka: Použití souboru INI je skvělé pro přenosnost a sdílení nastavení"	"label"
"Note: You can modify this choice later using 'Tools > Preferences'"	"Poznámka: Tuto volbu můžete později změnit v 'Nástroje > Předvolby'."	"label"
"Note: You will also need to enable the 'Inheritable' feature on each relevant custom attribute."	"Poznámka: U každého relevantního vlastního atributu bude také nutné povolit funkci 'Dědičné'."	"label"
"Notification"	"Oznámení"	"text"
"Notify me if the tasklist is read-only"	"&Upozornit mě, pokud je seznam úkolů pouze pro čtení"	"checkbox"
"Notify me of all tasks due (and overdue)"	"&Upozornit mě na všechny úkoly v termínu (a po termínu)"	"checkbox"
"Now"	"Nyní"	"text"
"Number"	"Číslo"	"listbox"
"Number of Allocated Tasks"	"Počet přiřazených úkolů"	"text"
"Number of columns"	"Počet sloupců"	"label"
"Number of rows"	"Počet řádků"	"label"
"Numbered List"	"Číslovaný seznam"	"tooltip"
"Numeric"	"Číselné"	"groupbox"
"occurrences"	"výskyty"	"label"
"occurs after (>)"	"nastane po (>)"	"text"
"occurs before (<)"	"nastane před (<)"	"text"
"occurs on or after (>=)"	"nastane v nebo po (>=)"	"text"
"occurs on or before (<=)"	"nastane v nebo před (<=)"	"text"
"of"	"z"	"label"
"of every"	"každých"	"label"
"Offset"	"Posun"	"label"
"Offset Dates..."	"Posunout data..."	"menu"
"Offset subtask dates by the same amount"	"Posunout data podúkolů o stejnou hodnotu"	"checkbox"
"Offset Task Dates"	"Posunout data úkolů"	"dialog"
"Offset Task Dates..."	"&Posunout data..."	"menu"
"Offset Task Start/Due Dates Backwards By"	"Posunout data zahájení/termínu úkolu dozadu o"	"menu"
"Offset Task Start/Due Dates Forwards By"	"Posunout data zahájení/termínu úkolu dopředu o"	"menu"
"OK"	"OK"	"button"
"Old Name"	"Starý název"	"label"
"On that day"	"V ten den"	"combobox"
"On the following day"	"V následující den"	"combobox"
"Once"	"Jednou"	"radiobutton"
"One Day"	"Jeden den"	"menu"
"One day equals"	"Jeden den se rovná"	"label"
"One decimal place"	"Jedno desetinné místo"	"combobox"
"One Month"	"Jeden měsíc"	"menu"
"One of the custom attributes being imported has the same unique ID as an existing attribute.\nWould you still like to import this item?\n\nClick 'Yes' to import it with a new ID, or 'No' to skip it."	"Jeden z importovaných vlastních atributů má stejné unikátní ID jako existující atribut.\nChcete přesto tuto položku importovat?\n\nKlikněte na 'Ano' pro import s novým ID, nebo na 'Ne' pro přeskočení."	"text"
"One or more of the selected tasks has uncompleted subtasks.\n\nWould you also like to set those subtasks to be completed?"	"Jeden nebo více vybraných úkolů má nedokončené podúkoly.\n\nChcete tyto podúkoly také označit jako dokončené?"	"text"
"One or more plugins that provide enhanced comments functionality are out of date.\n\nClick OK to continue, in which case you may not be able to edit a task's comments, \nor click Cancel to close ToDoList, to allow you to update the plugins before restarting."	"Jeden nebo více doplňků zajišťujících rozšířenou funkci komentářů jsou zastaralé.\n\nKlikněte na OK pro pokračování (v tom případě možná nebudete moci upravovat komentáře úkolů), \nnebo klikněte na Storno pro ukončení ToDoListu a aktualizaci doplňků před restartem."	"text"
"One or more selected tasks are dependent on other tasks that must be completed first."	"Jeden nebo více vybraných úkolů závisí na jiných úkolech, které musí být dokončeny jako první."	"text"
"One or more tasks could not be exported."	"Jeden nebo více úkolů se nepodařilo exportovat."	"text"
"One or more tasks could not be imported successfully."	"Jeden nebo více úkolů se nepodařilo úspěšně importovat."	"text"
"One Week"	"Jeden týden"	"menu"
"One week equals"	"Jeden týden se rovná"	"label"
"One Weekday"	"Jeden pracovní den"	"menu"
"One Year"	"Jeden rok"	"menu"
"Online Documentation"	"&Online dokumentace"	"menu"
"Online Help"	"Online nápověda"	"menu"
  "Online Help"	""	"tooltip"
"Only 'flash' the Reminder window for new (or reshown) reminders"	"Pouze 'bliknout' oknem připomínek u nových (nebo znovu zobrazených) připomínek"	"checkbox"
"Only apply font to unformatted content"	"Použít písmo pouze na neformátovaný obsah"	"radiobutton"
"Only display tasks allocated to"	"&Zobrazit pouze úkoly přiřazené pro"	"checkbox"
"Only export title and comments for parent tasks"	"Exportovat pouze název a komentáře u nadřazených úkolů"	"checkbox"
"Only overwrite empty destination values"	"Přepsat pouze prázdné cílové hodnoty"	"checkbox"
"Only overwrite with non-empty source values"	"Přepsat pouze neprázdnými zdrojovými hodnotami"	"checkbox"
"Only show menu commands for visible columns/edit fields"	"Zobrazovat příkazy nabídky pouze pro viditelné sloupce/editační pole"	"checkbox"
"Only top-level task attributes are allowed in the Title section."	"V sekci názvu jsou povoleny pouze atributy úkolů nejvyšší úrovně."	"text"
"Only when all the task's subtasks and siblings are also complete"	"Pouze &když jsou dokončeny i všechny podúkoly a sourozenci úkolu"	"checkbox"
"Open"	"Otevřít"	"button"
"Open Archive"	"Otevřít arc&hiv"	"menu"
"Open From"	"Otevřít z"	"menu"
"Open Link"	"&Otevřít odkaz"	"menu"
"Open Report Template"	"Otevřít šablonu sestavy"	"tooltip"
"Open Task File Link"	"Otevřít odkaz na soubor úkolu"	"menu"
"Open Tasklist"	"Otevřít seznam úkolů"	"dialog"
  "Open Tasklist"	"Otevřít seznam úkolů"	"tooltip"
"Open Tasklist..."	"&Otevřít seznam úkolů..."	"menu"
"Open Tasklist|The file '%s' has a more recent file format than your \ncurrent version of ToDoList and you will therefore not be able to make any \nchanges to it."	"Otevřít seznam|Soubor '%s' má novější formát, než vaše \naktuální verze ToDoListu, a proto v něm nebudete moci provádět žádné \nzměny."	"text"
"Open Tasklist|The file '%s' is currently read-only \nand you will not be able to make any changes to it."	"Otevřít seznam|Soubor '%s' je momentálně pouze pro čtení \na nebudete v něm moci provádět žádné změny."	"text"
"Open Url"	"&Otevřít URL"	"menu"
"Operation"	"Operace"	"label"
"Option"	"Volba"	"sysheader32"
"Optional"	"Volitelné"	"text"
"Options"	"V&olby"	"label"
"or"	"nebo"	"combobox"
"Order Tasklist Tabs by Name"	"Seřadit záložky úkolů dle názvu"	"menu"
"Orientation"	"Orientace"	"label"
"Other"	"Jiné"	"groupbox"
  "Other"	"Ostatní"	"label"
"Other font"	"Jiné písmo"	"radiobutton"
"Other format"	"Jiný formát"	"radiobutton"
"Other HTML exporter"	"Jiný HTML exportér"	"radiobutton"
"Other Task Attributes"	"Další &atributy úkolu"	"menu"
"Outline"	"Osnova"	"combobox"
"Outlook field..."	"Pole Outlooku..."	"text"
"Outlook must be installed before 'outlook:' links will work."	"Aby fungovaly odkazy typu 'outlook:', musí být Outlook nainstalován."	"text"
"Output"	"Výstup"	"groupbox"
"Outside Borders"	"Vnější ohraničení"	"tooltip"
"Overdue by %s"	"Zpožděno o %s"	"text"
"Owner"	"Vlastník"	"text"
"Panel Width"	"Šířka panelu"	"label"
"Paragraph"	"Odstavec"	"menu"
  "Paragraph"	""	"radiobutton"
"Parent"	"Nadřazený"	"checklistbox"
"Parent Task ID"	"ID nadřazeného úkolu"	"combobox"
"Parent tasks"	"Nadřazené úkoly"	"combobox"
"Parent Tasks"	"Nadřazené úkoly"	"groupbox"
"Parent/Child"	"Nadřazený/Podřízený"	"combobox"
"Parent/child connection colour"	"Barva spojení nadřazený/podřízený"	"label"
"Password"	"&Heslo"	"label"
"Password Required"	"Vyžadováno heslo"	"text"
"Password Required - ToDoList"	"Vyžadováno heslo - ToDoList"	"dialog"
"Paste"	"&Vložit"	"button"
  "Paste"	""	"menu"
"Paste %d Values from '%s' Column to '%s' Column"	"Vložit %d hodnot ze sloupce '%s' do sloupce '%s'"	"menu"
"Paste %d Values from '%s' Column to Selected Tasks in '%s' Column"	"Vložit %d hodnot ze sloupce '%s' do vybraných úkolů ve sloupci '%s'"	"menu"
"Paste '%s' Value to '%s'"	"Vložit hodnotu '%s' do '%s'"	"menu"
"Paste '%s' Values to '%s'"	"Vložit hodnoty '%s' do '%s'"	"menu"
"Paste (More)"	"Vložit (více)"	"menu"
"Paste (Normal)"	"Vložit (normálně)"	"menu"
"Paste as Reference"	"Vložit jako odkaz"	"menu"
"Paste as Subtask"	"Vložit jako podúkol"	"menu"
"Paste as Subtask of Selected Task"	"&Vložit jako podúkol k vybranému úkolu"	"menu"
"Paste at bottom of tasklist"	"Vložit na konec seznamu úkolů"	"text"
"Paste Attribute Value"	"Vložit hodnotu atributu"	"menu"
"Paste Below"	"Vložit pod"	"menu"
"Paste Below Selected Task"	"&Vložit pod vybraný úkol"	"menu"
"Paste Formatting"	"Vložit formátování"	"menu"
"Paste Simple (No formatting)"	"Vložit prosté (bez formátování)"	"menu"
"Paste Single Value from '%s' Column to All Selected Tasks in '%s' Column"	"Vložit jednu hodnotu ze sloupce '%s' do všech vybraných úkolů ve sloupci '%s'"	"menu"
